pair_id,sheet_image,evaluator_id,choice,reason_tags,free_note,allowed_choices,allowed_reason_tags,free_note_example
P0067,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0067.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0068,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0068.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0069,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0069.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0070,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0070.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0071,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0071.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0072,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0072.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0073,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0073.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0074,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0074.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0075,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0075.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0076,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0076.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0077,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0077.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0078,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0078.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0079,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0079.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0080,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0080.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0081,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0081.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0082,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0082.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0083,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0083.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0084,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0084.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0085,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0085.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0086,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0086.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0087,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0087.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0088,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0088.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0089,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0089.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0090,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0090.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0091,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0091.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0092,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0092.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0093,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0093.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0094,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0094.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0095,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0095.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0096,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0096.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0097,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0097.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0098,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0098.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0099,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0099.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0100,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0100.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0101,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0101.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0102,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0102.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0103,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0103.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0104,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0104.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0105,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0105.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0106,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0106.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0107,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0107.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0108,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0108.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0109,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0109.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0110,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0110.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0111,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0111.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0112,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0112.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0113,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0113.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0114,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0114.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0115,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0115.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0116,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0116.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0117,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0117.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0118,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0118.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0119,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0119.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
P0120,D:/htt/callirag/outputs/layer2/blind_pair_sheets/P0120.png,,,,,left better|right better|tie|unclear,local_detail_better|component_structure_better,右图局部更完整；左图有 missing stroke / wrong connection
